Date,Open,High,Low,Close,Adj Close,Volume,300ma,100ma,80ma,40ma,20ma
2017-01-03,103.43,104.029999,102.809998,103.480003,103.480003,2277400,103.480003,103.480003,103.480003,103.480003,103.480003
2017-01-04,103.739998,104.370003,103.5,104.139999,104.139999,1712600,103.810001,103.810001,103.810001,103.810001,103.810001
2017-01-05,104.129997,106.019997,103.769997,105.910004,105.910004,2504000,104.510002,104.510002,104.510002,104.510002,104.510002
2017-01-06,105.980003,108.43,105.25,108.300003,108.300003,2625600,105.45750225,105.45750225,105.45750225,105.45750225,105.45750225
2017-01-09,107.959999,108.790001,107.559998,108.57,108.57,2925000,106.08000179999999,106.08000179999999,106.08000179999999,106.08000179999999,106.08000179999999
2017-01-10,108.57,108.790001,107.610001,108.260002,108.260002,3081000,106.44333516666666,106.44333516666666,106.44333516666666,106.44333516666666,106.44333516666666
2017-01-11,108.230003,109.050003,108.0,108.989998,108.989998,1784000,106.80714414285714,106.80714414285714,106.80714414285714,106.80714414285714,106.80714414285714
2017-01-12,107.989998,108.739998,107.160004,108.589996,108.589996,1617900,107.030000625,107.030000625,107.030000625,107.030000625,107.030000625
2017-01-13,108.839996,108.900002,107.980003,108.529999,108.529999,1593500,107.19666711111111,107.19666711111111,107.19666711111111,107.19666711111111,107.19666711111111
2017-01-17,107.790001,108.050003,107.059998,108.0,108.0,1696200,107.27700039999999,107.27700039999999,107.27700039999999,107.27700039999999,107.27700039999999
2017-01-18,108.5,109.169998,107.529999,108.790001,108.790001,2536900,107.41454590909092,107.41454590909092,107.41454590909092,107.41454590909092,107.41454590909092
2017-01-19,108.629997,109.980003,108.040001,109.790001,109.790001,3090500,107.61250050000001,107.61250050000001,107.61250050000001,107.61250050000001,107.61250050000001
2017-01-20,110.019997,110.809998,109.57,110.709999,110.709999,3179200,107.85076961538462,107.85076961538462,107.85076961538462,107.85076961538462,107.85076961538462
2017-01-23,110.709999,111.919998,110.300003,110.970001,110.970001,2574200,108.07357185714285,108.07357185714285,108.07357185714285,108.07357185714285,108.07357185714285
2017-01-24,111.459999,114.169998,111.339996,113.720001,113.720001,3654400,108.45000046666665,108.45000046666665,108.45000046666665,108.45000046666665,108.45000046666665
2017-01-25,113.769997,114.57,113.290001,114.25,114.25,3919300,108.81250043749999,108.81250043749999,108.81250043749999,108.81250043749999,108.81250043749999
2017-01-26,113.790001,114.440002,112.730003,112.879997,112.879997,2745200,109.05176494117646,109.05176494117646,109.05176494117646,109.05176494117646,109.05176494117646
2017-01-27,113.07,114.010002,112.75,113.989998,113.989998,1696800,109.32611122222221,109.32611122222221,109.32611122222221,109.32611122222221,109.32611122222221
2017-01-30,113.220001,113.870003,112.260002,113.82,113.82,2176500,109.56263168421052,109.56263168421052,109.56263168421052,109.56263168421052,109.56263168421052
2017-01-31,113.220001,113.75,112.699997,113.379997,113.379997,1716600,109.75349994999999,109.75349994999999,109.75349994999999,109.75349994999999,109.75349994999999
2017-02-01,113.309998,113.639999,112.68,113.360001,113.360001,1859100,109.92523809523809,109.92523809523809,109.92523809523809,109.92523809523809,110.24749984999998
2017-02-02,112.82,113.580002,112.269997,113.160004,113.160004,1695400,110.0722729090909,110.0722729090909,110.0722729090909,110.0722729090909,110.69850009999998
2017-02-03,113.550003,115.449997,113.419998,115.169998,115.169998,2507500,110.29391313043476,110.29391313043476,110.29391313043476,110.29391313043476,111.16149979999997
2017-02-06,114.68,114.830002,113.290001,114.459999,114.459999,3067500,110.46750004166665,110.46750004166665,110.46750004166665,110.46750004166665,111.46949959999999
2017-02-07,114.830002,115.190002,114.540001,114.959999,114.959999,1643500,110.6472,110.6472,110.6472,110.6472,111.78899955
2017-02-08,115.0,116.379997,114.449997,116.129997,116.129997,2591700,110.8580768076923,110.8580768076923,110.8580768076923,110.8580768076923,112.18249929999999
2017-02-09,116.260002,116.900002,116.019997,116.440002,116.440002,1688900,111.06481477777777,111.06481477777777,111.06481477777777,111.06481477777777,112.55499949999998
2017-02-10,116.510002,116.940002,115.029999,116.849998,116.849998,2612900,111.2714284642857,111.2714284642857,111.2714284642857,111.2714284642857,112.96799959999998
2017-02-13,117.029999,117.940002,116.199997,117.650002,117.650002,1910400,111.49137927586206,111.49137927586206,111.49137927586206,111.49137927586206,113.42399974999998
2017-02-14,117.650002,117.790001,116.669998,117.580002,117.580002,1556500,111.69433336666665,111.69433336666665,111.69433336666665,111.69433336666665,113.90299984999999
2017-02-15,117.330002,119.089996,117.07,118.730003,118.730003,1699600,111.9212904516129,111.9212904516129,111.9212904516129,111.9212904516129,114.39999995000001
2017-02-16,118.839996,119.470001,118.470001,118.93,118.93,1649300,112.14031262499999,112.14031262499999,112.14031262499999,112.14031262499999,114.8569999
2017-02-17,118.790001,119.720001,118.239998,119.669998,119.669998,2143300,112.3684849090909,112.3684849090909,112.3684849090909,112.3684849090909,115.30499984999999
2017-02-21,119.730003,120.169998,119.309998,119.629997,119.629997,2032300,112.58205879411764,112.58205879411764,112.58205879411764,112.58205879411764,115.73799964999998
2017-02-22,119.669998,119.889999,118.849998,119.470001,119.470001,1981800,112.77885714285713,112.77885714285713,112.77885714285713,112.77885714285713,116.02549964999999
2017-02-23,120.099998,120.150002,118.029999,118.830002,118.830002,2381700,112.9469445,112.9469445,112.9469445,112.9469445,116.25449975
2017-02-24,118.300003,119.32,117.830002,119.309998,119.309998,1942500,113.11891891891891,113.11891891891891,113.11891891891891,113.11891891891891,116.5759998
2017-02-27,119.019997,119.199997,118.07,118.779999,118.779999,1550400,113.26789471052632,113.26789471052632,113.26789471052632,113.26789471052632,116.81549985
2017-02-28,118.830002,118.839996,118.019997,118.339996,118.339996,2008000,113.39794858974358,113.39794858974358,113.39794858974358,113.39794858974358,117.04149964999999
2017-03-01,119.239998,120.57,118.379997,120.349998,120.349998,2356500,113.57174982499998,113.57174982499998,113.57174982499998,113.57174982499998,117.3899997
2017-03-02,120.089996,120.120003,119.279999,119.900002,119.900002,1819700,113.72609743902439,113.72609743902439,113.72609743902439,113.9822498,117.71699974999999
2017-03-03,119.830002,120.129997,119.480003,120.040001,120.040001,1361100,113.87642847619047,113.87642847619047,113.87642847619047,114.37974985000001,118.06099959999999
2017-03-06,119.730003,120.480003,119.370003,120.150002,120.150002,1979700,114.02232553488373,114.02232553488373,114.02232553488373,114.73574980000001,118.30999979999999
2017-03-07,120.059998,120.690002,119.690002,119.980003,119.980003,1872500,114.15772729545455,114.15772729545455,114.15772729545455,115.0277498,118.58599999999998
2017-03-08,120.209999,120.660004,119.349998,119.599998,119.599998,2962800,114.27866664444444,114.27866664444444,114.27866664444444,115.30349974999999,118.81799994999999
2017-03-09,119.82,120.260002,119.110001,119.910004,119.910004,1984200,114.40108702173913,114.40108702173913,114.40108702173913,115.5947498,119.00700029999999
2017-03-10,120.57,121.370003,120.239998,121.089996,121.089996,2211000,114.54340423404254,114.54340423404254,114.54340423404254,115.89724974999999,119.23949999999999
2017-03-13,121.110001,121.959999,120.889999,121.800003,121.800003,1805200,114.694583375,114.694583375,114.694583375,116.227499925,119.48700024999998
2017-03-14,121.650002,121.989998,120.620003,121.440002,121.440002,1507500,114.83224497959183,114.83224497959183,114.83224497959183,116.55025,119.67650024999998
2017-03-15,122.0,122.419998,120.900002,122.110001,122.110001,2396300,114.97780010000001,114.97780010000001,114.97780010000001,116.90300002500001,119.90300019999998
2017-03-16,123.25,123.599998,121.529999,122.349998,122.349998,4044600,115.122353,115.122353,115.122353,117.24199995,120.08399994999998
2017-03-17,128.449997,130.300003,126.940002,127.010002,127.010002,8749900,115.35096163461539,115.35096163461539,115.35096163461539,117.67249997499998,120.48800004999998
2017-03-20,126.989998,128.089996,125.790001,126.309998,126.309998,3320900,115.55773590566037,115.55773590566037,115.55773590566037,118.06249994999999,120.82000005
2017-03-21,126.639999,127.360001,124.959999,125.07,125.07,3105300,115.73388894444443,115.73388894444443,115.73388894444443,118.41499992499999,121.0920002
2017-03-22,124.599998,126.940002,124.510002,126.209999,126.209999,3477300,115.92436367272725,115.92436367272725,115.92436367272725,118.72724987499998,121.42900010000001
2017-03-23,126.199997,127.25,126.010002,126.870003,126.870003,2197200,116.11982151785712,116.11982151785712,116.11982151785712,119.04274994999999,121.83100015
2017-03-24,127.860001,129.0,127.050003,127.699997,127.699997,3044000,116.32298249122805,116.32298249122805,116.32298249122805,119.41324994999998,122.2505001
2017-03-27,127.480003,128.839996,126.360001,128.25,128.25,2424200,116.52862072413791,116.52862072413791,116.52862072413791,119.76974999999997,122.72400015000001
2017-03-28,127.809998,129.279999,127.809998,128.690002,128.690002,2213000,116.73474583050846,116.73474583050846,116.73474583050846,120.14150004999999,123.24150044999999
2017-03-29,128.399994,129.630005,128.199997,129.580002,129.580002,2272500,116.9488334333333,116.9488334333333,116.9488334333333,120.54650017499998,123.70300064999999
2017-03-30,129.550003,130.279999,129.300003,129.610001,129.610001,2204800,117.15639355737703,117.15639355737703,117.15639355737703,120.95275017499998,124.1885006
2017-03-31,129.570007,130.690002,129.399994,130.130005,130.130005,2086400,117.36564535483869,117.36564535483869,117.36564535483869,121.37700019999997,124.69300080000001
2017-04-03,129.589996,130.75,128.880005,129.589996,129.589996,2336800,117.55968266666665,117.55968266666665,117.55968266666665,121.73750014999996,125.16500050000002
2017-04-04,129.470001,130.369995,129.020004,130.03999299999998,130.03999299999998,2026500,117.75468751562498,117.75468751562498,117.75468751562498,122.12699999999998,125.668
2017-04-05,130.580002,131.330002,129.380005,129.889999,129.889999,2811600,117.94138461538459,117.94138461538459,117.94138461538459,122.50024999999998,126.18250005
2017-04-06,129.860001,130.220001,129.160004,130.149994,130.149994,1890800,118.12636354545452,118.12636354545452,118.12636354545452,122.85074992499999,126.69449955
2017-04-07,130.149994,130.669998,129.520004,130.220001,130.220001,2287600,118.3068655970149,118.3068655970149,118.3068655970149,123.19524989999998,127.1509998
2017-04-10,130.320007,130.380005,129.470001,130.160004,130.160004,2234900,118.48117645588233,118.48117645588233,118.48117645588233,123.52800004999999,127.56899985
2017-04-11,129.910004,130.169998,128.21000700000002,129.949997,129.949997,2331600,118.6473912463768,118.6473912463768,118.6473912463768,123.83549992499998,127.99449960000001
2017-04-12,129.96000700000002,129.96000700000002,128.720001,129.380005,129.380005,2106100,118.8007143,118.8007143,118.8007143,124.13049999999998,128.35799980000002
2017-04-13,129.630005,130.419998,129.050003,129.050003,129.050003,1815100,118.94507047887323,118.94507047887323,118.94507047887323,124.3885,128.69300005
2017-04-17,129.690002,130.360001,129.110001,129.990005,129.990005,1395300,119.09847234722221,119.09847234722221,119.09847234722221,124.66500012499998,128.8420002
2017-04-18,129.740005,130.229996,129.479996,129.809998,129.809998,1499900,119.24520557534247,119.24520557534247,119.24520557534247,124.91850012499997,129.0170002
2017-04-19,129.899994,130.979996,129.820007,130.220001,130.220001,2007600,119.39351362162162,119.39351362162162,119.39351362162162,125.18325022499997,129.27450025000002
2017-04-20,130.699997,131.990005,130.279999,131.419998,131.419998,2004000,119.55386674666666,119.55386674666666,119.55386674666666,125.48200014999998,129.53500019999998
2017-04-21,131.839996,131.970001,131.029999,131.520004,131.520004,2137100,119.71131592105262,119.71131592105262,119.71131592105262,125.79925019999999,129.76750024999998
2017-04-24,132.940002,133.179993,132.169998,132.889999,132.889999,1845300,119.88246764935064,119.88246764935064,119.88246764935064,126.138750225,130.02700034999998
2017-04-25,133.440002,133.720001,132.880005,133.490005,133.490005,2504100,120.05692325641026,120.05692325641026,120.05692325641026,126.50650037499997,130.28900059999998
2017-04-26,133.5,133.800003,132.419998,132.78999299999998,132.78999299999998,1635900,120.21810135443039,120.21810135443039,120.21810135443039,126.86775029999998,130.49400014999998
2017-04-27,133.130005,134.25,132.759995,133.380005,133.380005,1658000,120.38262515000001,120.38262515000001,120.38262515000001,127.193500475,130.68400029999998
2017-04-28,133.399994,133.919998,132.669998,133.740005,133.740005,1749200,120.54753107407409,120.54753107407409,120.760875175,127.53950054999999,130.89050049999997
2017-05-01,134.300003,135.339996,133.71000700000002,135.110001,135.110001,1812000,120.72512217073172,120.72512217073172,121.1480002,127.91625054999997,131.13950029999998
2017-05-02,135.53999299999998,135.699997,134.75,135.0,135.0,2692200,120.89710865060243,120.89710865060243,121.51162515000001,128.28750049999996,131.41000049999997
2017-05-03,134.990005,135.21000700000002,134.380005,134.850006,134.850006,1974200,121.0632145714286,121.0632145714286,121.84350018750001,128.65925057499996,131.65050115
2017-05-04,135.130005,135.350006,134.410004,134.610001,134.610001,1810500,121.2225885294118,121.2225885294118,122.16900020000003,129.03450064999998,131.88650124999998
2017-05-05,135.190002,135.190002,134.190002,134.839996,134.839996,1845500,121.38093047674423,121.38093047674423,122.50125012500003,129.40775044999995,132.12100135
2017-05-08,135.360001,135.389999,134.220001,135.119995,135.119995,1583100,121.53885075862073,121.53885075862073,122.82787508750002,129.75850042499997,132.36600105
2017-05-09,135.330002,135.619995,134.899994,135.600006,135.600006,1692700,121.6986366136364,121.6986366136364,123.16550021250002,130.10350049999994,132.63800115
2017-05-10,135.860001,136.75,135.509995,136.149994,136.149994,1755400,121.86101141573037,121.86101141573037,123.51075015,130.47125029999995,132.948001
2017-05-11,135.979996,136.309998,135.399994,136.28999299999998,136.28999299999998,1343900,122.02133343333337,122.02133343333337,123.86437506250002,130.82575009999996,133.2935004
2017-05-12,136.449997,137.380005,135.889999,136.839996,136.839996,1626600,122.18417587912091,122.18417587912091,124.21500000000003,131.18800004999997,133.68300005
2017-05-15,137.130005,137.71000700000002,136.830002,137.600006,137.600006,3210200,122.35173925000005,122.35173925000005,124.56262506250005,131.45275014999996,134.0635001
2017-05-16,138.059998,138.389999,137.600006,138.029999,138.029999,2271800,122.52032268817209,122.52032268817209,124.90412506250004,131.74575017499996,134.47450014999998
2017-05-17,137.199997,137.320007,134.240005,134.330002,134.330002,3558500,122.64595757446814,122.64595757446814,125.19612507500005,131.97725022499998,134.6800002
2017-05-18,132.770004,134.850006,130.820007,134.53999299999998,134.53999299999998,4158700,122.77115794736848,122.77115794736848,125.45637497500006,132.185500075,134.83599995
2017-05-19,135.179993,136.610001,134.339996,136.429993,136.429993,3721700,122.91343747916672,122.91343747916672,125.73362488750006,132.42449982499997,135.0814994
2017-05-22,137.380005,139.190002,136.580002,138.860001,138.860001,2516000,123.07783504123718,123.07783504123718,126.05837493750005,132.703499925,135.3799995
2017-05-23,139.160004,139.949997,138.699997,139.520004,139.520004,2123600,123.24561227551027,123.24561227551027,126.37750001250006,132.98525002499997,135.68149945
2017-05-24,140.179993,141.25,139.809998,141.119995,141.119995,1695100,123.42616159595966,123.42616159595966,126.71874995000005,133.29599985,136.09799955
2017-05-25,142.160004,143.479996,141.800003,142.850006,142.850006,1731100,123.62040004000006,123.62040004000006,127.08712506250006,133.62774994999998,136.5714996
2017-05-26,142.929993,143.100006,141.669998,141.889999,141.889999,1604200,123.80128715841589,124.00450000000005,127.44375003750008,133.93474989999999,136.9789993
2017-05-30,141.800003,142.559998,141.5,142.410004,142.410004,1540800,123.98372555882356,124.38720005000003,127.80937503750008,134.24174987499998,137.34399945
2017-05-31,143.03999299999995,143.190002,141.410004,141.860001,141.860001,2944400,124.15728163106799,124.74670002000005,128.1430000750001,134.5485,137.6869995
2017-06-01,141.639999,142.490005,140.929993,141.380005,141.380005,2407700,124.32288474038465,125.07750004000005,128.4795001500001,134.83200029999998,138.01349944999998
2017-06-02,142.119995,143.570007,141.860001,143.479996,143.479996,2885700,124.50533341904766,125.42660000000005,128.83600011250007,135.17175022499998,138.45699919999998
2017-06-05,144.139999,144.339996,143.509995,143.589996,143.589996,1847600,124.68537740566042,125.77989994000005,129.17925010000008,135.50775027499998,138.89449919999998
2017-06-06,143.350006,144.169998,142.729996,143.029999,143.029999,2162700,124.85682246728977,126.12029995000006,129.5116250625001,135.82800022499998,139.2899994
2017-06-07,143.330002,143.770004,142.449997,143.619995,143.619995,1633800,125.03055554629634,126.47059994000004,129.84625002500007,136.16449999999998,139.69099884999997
2017-06-08,143.96000700000005,143.970001,141.740005,142.630005,142.630005,2781900,125.19201838532115,126.81160000000006,130.15850006250008,136.48150019999997,140.0149994
2017-06-09,143.139999,143.589996,135.759995,138.050003,138.050003,4146200,125.3089091545455,127.11210003000005,130.4143750750001,136.69825014999998,140.1029999
2017-06-12,133.720001,138.639999,131.199997,137.25,137.25,6772300,125.4164865495496,127.39670002000007,130.64587503750008,136.903250075,140.12350009999997
2017-06-13,138.78999299999998,139.860001,138.089996,139.089996,139.089996,2871400,125.5385714553572,127.68969997000008,130.89787498750007,137.13074984999997,140.19799959999997
2017-06-14,139.28999299999998,140.850006,136.410004,138.25,138.25,2831100,125.65106197345138,127.96509998000006,131.1301250125001,137.3417499,140.20899964999998
2017-06-15,136.630005,137.899994,134.449997,137.520004,137.520004,2804400,125.75517550000005,128.23060001000007,131.3537501000001,137.524249975,140.36849974999998
2017-06-16,137.350006,138.350006,136.28999299999998,137.839996,137.839996,4205800,125.86026089565223,128.47179996000008,131.5833750375001,137.68474992499998,140.53349989999998
2017-06-19,138.78999299999998,141.470001,138.639999,140.350006,140.350006,4356900,125.98517249137937,128.7328000200001,131.8523750875001,137.90549997499997,140.72950054999998
2017-06-20,141.21000700000005,142.300003,140.190002,140.910004,140.910004,5454700,126.11273515384622,129.01310009000008,132.12237516250008,138.1060001,140.83200069999998
2017-06-21,145.080002,147.449997,142.75,144.240005,144.240005,8251900,126.26635608474582,129.3156001600001,132.4406252375001,138.37475009999997,141.06800074999998
2017-06-22,145.149994,145.770004,143.660004,143.690002,143.690002,3688400,126.41277327731098,129.61430018000007,132.75750031250007,138.647250325,141.19650109999998
2017-06-23,143.75,145.589996,143.059998,145.410004,145.410004,3419000,126.57108353333338,129.93460025000007,133.07075038750006,138.9480003,141.32450099999997
2017-06-26,146.059998,146.889999,144.360001,144.96000700000005,144.96000700000005,2775500,126.72305810743805,130.2506003100001,133.38400045000006,139.22850035,141.47800139999998
2017-06-27,144.330002,144.809998,142.53999299999995,142.53999299999995,142.53999299999995,3018900,126.85270511475414,130.5444002000001,133.66525035000006,139.41425015,141.48450084999996
2017-06-28,143.009995,144.080002,141.149994,143.809998,143.809998,2507900,126.99056928455289,130.8308002000001,133.96100030000008,139.6345001,141.58200069999998
2017-06-29,143.059998,143.199997,139.649994,141.240005,141.240005,2653900,127.10548408870972,131.0986002600001,134.22675032500007,139.79425007499998,141.57500069999998
2017-06-30,141.869995,142.809998,140.740005,141.440002,141.440002,2331000,127.22016023200004,131.36340029000007,134.49975037500005,139.9650001,141.47300099999998
2017-07-03,141.729996,142.149994,138.309998,138.410004,138.410004,1786000,127.30896851587305,131.58620036000008,134.73100037500006,140.0542503,141.21400139999997
2017-07-05,138.649994,141.970001,138.550003,141.21000700000005,141.21000700000005,2229900,127.41842551181105,131.83390041000007,134.98250051250005,140.2065006,141.12300179999997
2017-07-06,139.729996,141.179993,138.880005,140.75,140.75,1803200,127.52257843750003,132.0729004300001,135.21937547500005,140.33525045000002,140.97950204999998
2017-07-07,141.070007,143.360001,140.970001,142.220001,142.220001,1533900,127.63651194573646,132.31860042000008,135.47912546250004,140.487000625,140.95900185
2017-07-10,142.21000700000005,143.880005,141.570007,143.339996,143.339996,1615200,127.7573079769231,132.5762003600001,135.74450040000005,140.6632507,141.2235015
2017-07-11,142.990005,143.979996,142.119995,142.929993,142.929993,1623700,127.87313000000003,132.81820026000005,136.00175033750006,140.81550062499997,141.50750115
2017-07-12,144.0,146.190002,143.78999299999995,145.910004,145.910004,1812100,128.00977298484852,133.08800030000006,136.23800036250003,141.023250575,141.84850154999998
2017-07-13,145.910004,146.479996,144.940002,145.050003,145.050003,1308300,128.13789501503763,133.34180035000006,136.47225042500003,141.19875067499999,142.1885017
2017-07-14,145.589996,146.479996,145.220001,146.160004,146.160004,2283800,128.2723883656717,133.60710042000005,136.73587547500003,141.49450072500002,142.62050169999998
2017-07-17,146.160004,146.729996,145.389999,146.399994,146.399994,1310400,128.40666692592598,133.87640035000007,136.9882504125,141.79100075000002,143.04850159999995
